Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
Mercedes-Benz Classe A - 120d,https://autosupermarket.it/annunci/bmw-serie-1-120d-ibrida-diesel-elettrico-2024-8748ef24f0117acb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D29,120d,43500.0,15,automatico,2024,Ibrido,150.0,,,
Mercedes-Benz Classe A - M  xDrive MSport Pro,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-5eaf75cec05721fa?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D29,,59900.0,150,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-ec214d09c1ac4b94?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D29,118d,38100.0,41,manuale,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - d 48V 5p. MSport Pro,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-f528571b4c2c8cb6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D29,,46500.0,1,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-c93ce6b35d5d0717?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,,31950.0,32,automatico,2023,Benzina,109.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-826d49b95b898697?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,118d,39600.0,23,manuale,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - 118 d MSport Pro DCT,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-39312329f5a13eea?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,118d,38500.0,12,automatico,2025,Diesel,150.0,,,
Mercedes-Benz Classe A - d 116CV 5p. Sport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-a498a59f8087114d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,116d,32800.0,21,manuale,2021,Diesel,116.0,,,
Mercedes-Benz Classe A - i 5p.,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-914a995ae9967ea3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,,22950.0,32,manuale,2021,Benzina,136.0,,,
Mercedes-Benz Classe A - d 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2020-dfbcd51a3a205eb5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,,22950.0,52,manuale,2020,Diesel,150.0,,,
Mercedes-Benz Classe A - i 5p. Sport,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-df326a029ae3754e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,118i,25800.0,36,manuale,2022,Benzina,136.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-8190b52fe2059c2a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,,31950.0,27,automatico,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-c79bd193fa8221b0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,118d,39000.0,33,manuale,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-ea8d986c89eb2ca4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,118d,40300.0,28,manuale,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - 120d 48V MSport,https://autosupermarket.it/annunci/bmw-serie-1-120d-ibrida-diesel-elettrico-2024-6cb5831e4e193e22?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,120d,39950.0,16,automatico,2024,Ibrido,150.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2021-6bf6f0d31bade5e6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,,32950.0,32,automatico,2021,Benzina,179.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-0d00de69ef8be551?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,,32950.0,39,automatico,2023,Benzina,179.0,,,
Mercedes-Benz Classe A -  - 116d 5p. business advantage,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-a98515ec01aa7579?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,116d,23500.0,66,automatico,2021,Diesel,116.0,,,
Mercedes-Benz Classe A - d 5p. Sport AUT - NAVI - LED - BT - 17,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-5d62095c54728215?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,116d,18400.0,99,automatico,2020,Diesel,116.0,,,
Mercedes-Benz Classe A - i 5p.,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2021-5fa9bb1e491a6222?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D30,116i,21900.0,23,manuale,2021,Benzina,109.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-cee34ec8030b2ee0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,118d,35900.0,41,manuale,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - d xDrive 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2020-5094c6bd0a2fde84?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,32950.0,69,automatico,2020,Diesel,191.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-1d8303dec3a71ef2?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,31950.0,22,automatico,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - 120 48V MSport,https://autosupermarket.it/annunci/bmw-serie-1-m-ibrida-2024-8c379d533fa6a3e5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,41950.0,12,automatico,2024,Benzina,157.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2022-a0bf2b1b80b687b3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,29950.0,65,automatico,2022,Diesel,150.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2023-2875765946ac9889?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,34950.0,54,automatico,2023,Diesel,150.0,,,
Mercedes-Benz Classe A -  - 118d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-a5c0c21904752977?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,118d,31500.0,64,automatico,2022,Diesel,150.0,,,
Mercedes-Benz Classe A - d 5p. M Sport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-25518a266396d40b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,34480.0,23,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - 118 d SCR Msport Steptronic,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-14b8fa882b337d15?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,118d,30500.0,18,automatico,2024,Diesel,150.0,,,
Mercedes-Benz Classe A - 48V 5p. MSport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-7c9c78af39eb7696?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,41900.0,5,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - 118d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2023-ab2aec7d11df1558?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,118d,31600.0,49,automatico,2023,Diesel,150.0,,,
Mercedes-Benz Classe A - 118 d MSport DCT,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-fe372b6e4b401749?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,118d,40500.0,723,automatico,2025,Diesel,150.0,,,
Mercedes-Benz Classe A - d 5p. M Sport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-c695a5f24289bdf6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,34480.0,25,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - i 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-d4aa7019aa806fe6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,22950.0,47,manuale,2021,Benzina,141.0,,,
Mercedes-Benz Classe A - d 5p. Sport,https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2021-1d4b45aa73a73aa6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,28950.0,38,manuale,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-aebe8296688b8f1a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D31,,32950.0,26,automatico,2024,Benzina,136.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2020-b75cef15907e8978?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,31950.0,39,manuale,2020,Diesel,150.0,,,
Mercedes-Benz Classe A - 118d MSport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-fe641c5d8679a03f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,118d,39950.0,26,automatico,2024,Diesel,150.0,,,
Mercedes-Benz Classe A - d xdrive 5p. M Sport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2021-f1fa17696bfb3f68?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,28950.0,82,automatico,2021,Benzina,,,,
Mercedes-Benz Classe A - d 5p. M Sport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-b849edcd78ccdc71?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,34480.0,20,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-384d2b69ea95de47?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,33950.0,31,automatico,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-cee25c9b7a4d39ec?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,32950.0,32,automatico,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - 48V 5p. MSport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-6abb76d8a0e3ee33?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,41900.0,500,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - 118d MSport Pro,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-f91c3ef4e7244b53?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,118d,38950.0,20,automatico,2024,Diesel,150.0,,,
Mercedes-Benz Classe A - 48V 5p. MSport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-6f8a4400d5f5fb37?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,41900.0,200,automatico,2024,Benzina,,,,
Mercedes-Benz Classe A - d xDrive 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2023-2953b00c55181e51?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,35950.0,48,automatico,2023,Diesel,191.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-6a1646a04ca3c5b6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,118d,35680.0,0,automatico,2021,Diesel,150.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-c091b6c3acbf34fe?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,31950.0,21,automatico,2024,Benzina,136.0,,,
Mercedes-Benz Classe A -  - 118i 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-5aa8b487e247b345?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,118i,25500.0,64,manuale,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - 120 48V MSport,https://autosupermarket.it/annunci/bmw-serie-1-m-ibrida-2024-c6e94ca0441f0402?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,37950.0,16,automatico,2024,Benzina,157.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2023-4a6bdf0a0d65512d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,120d,36300.0,25,automatico,2023,Diesel,191.0,,,
Mercedes-Benz Classe A - i 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-5a0e27b63060e533?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D32,,20950.0,49,manuale,2021,Benzina,136.0,,,
Mercedes-Benz Classe A -  - 118d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-2262ba27e5497989?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,118d,32500.0,59,automatico,2022,Diesel,150.0,,,
Mercedes-Benz Classe A - d xDrive 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2023-a2120f2cc3c28c16?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,36950.0,39,automatico,2023,Diesel,191.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-b4b1fd357681d16c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,32950.0,41,automatico,2024,Benzina,136.0,,,
Mercedes-Benz Classe A - M 135 xDrive MSport Pro,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-220b8772022ab347?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,55950.0,6,automatico,2024,Benzina,301.0,,,
Mercedes-Benz Classe A -  - 116d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-622fc873b7ed5d16?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,116d,27000.0,66,automatico,2021,Diesel,116.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2022-7215ecb19b119d34?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,29950.0,33,automatico,2022,Benzina,136.0,,,
Mercedes-Benz Classe A - i 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-eea5189e6e507248?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,22950.0,48,manuale,2021,Benzina,136.0,,,
Mercedes-Benz Classe A - D 116CV CAMBIO MANUALE,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-cf4c61f9db0dab13?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,116d,6300.0,58,manuale,2020,Diesel,116.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-d0d4f60a138f7940?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,31950.0,32,automatico,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - 118d MSport Pro,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-bb393f0b3cc5058b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,118d,38950.0,5,automatico,2024,Diesel,150.0,,,
Mercedes-Benz Classe A - i 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2023-a25f445db88d9378?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,27950.0,14,manuale,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2020-d388226bf715d654?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,31950.0,37,automatico,2020,Benzina,179.0,,,
Mercedes-Benz Classe A - i 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2021-7d66d1c8e9feeb6c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,21950.0,47,manuale,2021,Benzina,136.0,,,
Mercedes-Benz Classe A - d 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-diesel-2020-b53bed9b5083dfc1?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,23950.0,44,manuale,2020,Diesel,150.0,,,
Mercedes-Benz Classe A - d 5p. Sport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-ec53d7aa8152ace9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,118d,28800.0,40,manuale,2020,Diesel,150.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2020-7a3ec25722d22f64?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D33,,31950.0,23,automatico,2020,Benzina,179.0,,,
Mercedes-Benz Classe A - i 5p. Advantage,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2020-c865a06b56d79cbc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,,22950.0,25,manuale,2020,Benzina,141.0,,,
Mercedes-Benz Classe A - 118d MSport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-1e4655baffed6c56?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,118d,38950.0,9,automatico,2024,Diesel,150.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2023-d69ea2869abbfe78?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,,30950.0,20,automatico,2023,Benzina,136.0,,,
Mercedes-Benz Classe A - d 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-f8d292c3c8a8f906?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,116d,33200.0,69,automatico,2021,Diesel,116.0,,,
Mercedes-Benz Classe A - Diesel 5p. Business Advantage,https://autosupermarket.it/annunci/bmw-serie-1-116i-diesel-2021-a3dee4d992c4c948?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,116i,19900.0,90,automatico,2021,Diesel,109.0,,,
Mercedes-Benz Classe A - 120d 48V MSport auto,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2024-6d83a0bafaf3bf81?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,120d,42500.0,10,automatico,2024,Diesel,164.0,,,
Mercedes-Benz Classe A - i 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-5bfc0376f15cb28f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,118i,30000.0,34,manuale,2020,Benzina,141.0,,,
Mercedes-Benz Classe A - i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-a68dc12e6721c3e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,118i,31690.0,9,automatico,2024,Benzina,136.0,,,
Mercedes-Benz Classe A - neopatentato Business  ULTIMO MODELLO,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2024-bf96932b2b317389?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,116d,26499.0,12,manuale,2024,Diesel,116.0,,,
Mercedes-Benz Classe A - 118i advantage 136cv auto,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-caa06b67acfb80a9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,118i,20350.0,71,automatico,2021,Benzina,136.0,,,
Mercedes-Benz Classe A - i 5p. Sport,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-cb036e3a61a2ab9d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,118i,25500.0,88,automatico,2021,Benzina,136.0,,,
Mercedes-Benz Classe A - 120d 48V MSport auto,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2024-1befa78eaa743309?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,120d,42500.0,10,automatico,2024,Diesel,164.0,,,
Mercedes-Benz Classe A - i 5p. Business Advantage,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-80ca6d8acbf7ad19?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,116i,30400.0,12,automatico,2022,Benzina,136.0,,,
Mercedes-Benz Classe A - d xDrive 5p. Msport SEDILI A GUSCIO ELETTRICI,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-ae2f83438d99f6e6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,120d,30990.0,51,automatico,2020,Diesel,191.0,,,
Mercedes-Benz Classe A - 120d Msport xdrive auto,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-be6d27e6b8a771a7?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,120d,25400.0,159,automatico,2020,Diesel,191.0,,,
Mercedes-Benz Classe A - 128ti 5p. Msport,https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2022-2afbd68fa3224420?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D34,128ti,35800.0,37,automatico,2022,Benzina,266.0,,,
Mercedes-Benz Classe A - d 5p. Sport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-865491000b447bb6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,116d,22900.0,61,automatico,2020,Diesel,116.0,,,
Mercedes-Benz Classe A - i 5p. Msport Shadow Line/Cerchi da 18'' M Bicolore,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-6d779c976a539b30?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,118i,31190.0,12,automatico,2024,Benzina,136.0,,,
Mercedes-Benz Classe A - i 5p. Msport M-sport Shadow Line / Neopatentati,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-46c43e54078f7486?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,118i,31690.0,8,automatico,2024,Benzina,136.0,,,
Mercedes-Benz Classe A - M 135i xdrive,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2020-d56daa56f096333e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,,31500.0,74,automatico,2020,Benzina,306.0,,,
Mercedes-Benz Classe A - 116d 5p. M Sport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-0ca83a6fa30b6863?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,116d,24700.0,105,automatico,2021,Diesel,117.0,,,
Mercedes-Benz Classe A - 118i Msport,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-15ae978b50726b54?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,118i,28500.0,16,automatico,2023,Benzina,136.0,,,
"Mercedes-Benz Classe A - d 5p. Msport ""PARI AL NUOVO""OK NEOPATENTATI""",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-1140c80a59627b9b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,116d,19900.0,126,automatico,2021,Diesel,116.0,,,
Mercedes-Benz Classe A - d 5p. Automatico Navi Garanzia 24 Mesi,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-3044ef37f0d32379?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D35,116d,20900.0,61,automatico,2021,Diesel,116.0,,,
