Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Audi A3 Sportback 30 2.0 tdi Business s-tronic RETROCAM,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-s-tronic-retrocam-diesel-blu-azzurro-9454abff-5ddc-49ea-a793-83441827febb,24500,3,2022,79172,automatico,Diesel,110,Business,Base,,Rivenditore,695,san michele salentino,72018,Puglia,Sud
"Audi A3 35 TFSI Sportback S-Tronic Business Advanced - 18""",https://www.autoscout24.it/annunci/audi-a3-35-tfsi-sportback-s-tronic-business-advanced-18-elettrica-benzina-grigio-059acc37-2655-4795-84ae-ef3da2962e98,24750,5,2020,36000,automatico,Ibrido,110,Business Advanced,Middle,35 TFSI,Rivenditore,20,castel maggiore,40013,Emilia-Romagna,Nord-est
Audi A3 A3 Sportback 35 2.0 tdi Admired 150cv s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-35-2-0-tdi-admired-150cv-s-tronic-diesel-grigio-a1f78181-cf98-4d4e-a616-9ab1daa31b56,19900,5,2020,130000,automatico,Diesel,110,Sport,Middle,,Rivenditore,698,san vito normanni,72019,Puglia,Sud
Audi A3 Sportback 30 1.5 g-tron s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-5-g-tron-s-tronic-metano-nero-9cc0556d-392f-4c26-8451-fef4dc9ce9d3,20500,5,2020,99000,automatico,Benzina,110,Sport,Middle,,Rivenditore,160,citta castello,6012,Umbria,Centro
Audi A3 SPB 35 TDI 150 cv S tronic Navi Fari LED DAB 18”,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-150-cv-s-tronic-navi-fari-led-dab-18-diesel-blu-azzurro-c512ac7f-fbd2-4591-94fe-4165e798273f,23900,3,2022,109000,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,119,azzanello,26010,Lombardia,Nord-ovest
Audi A3 sportback 30 1.0 tfsi business,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-business-benzina-nero-c78f8153-33e3-4f9f-b7e8-d3f4dcbd7a03,23500,3,2022,56542,manuale,Benzina,110,Business,Base,,Rivenditore,326,roma,178,Lazio,Centro
Audi A3 SPB 35 TDI S tronic Sport,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-sport-diesel-bianco-65ffff99-6c20-4db3-b923-5de9b3dba6fa,21900,5,2020,129800,automatico,Diesel,110,Sport,Middle,35 TDI,Rivenditore,210,bastia umbra,6083,Umbria,Centro
Audi A3 A3 SPB 35 TDI S tronic Advanced,https://www.autoscout24.it/annunci/audi-a3-a3-spb-35-tdi-s-tronic-advanced-diesel-grigio-5b331d68-bd75-4b22-a412-0bbeba679c58,22999,3,2022,149500,automatico,Diesel,110,Advanced,Middle,35 TDI,Rivenditore,843,favara,92026,Sicilia,Isole
Audi A3 Sportback 30 1.0 tfsi Business Advanced,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-business-advanced-benzina-blu-azzurro-6c1ea1d6-830e-4abe-ad81-8e3fccb3e9ee,23800,4,2021,49460,manuale,Benzina,110,Business Advanced,Middle,,Rivenditore,177,milano,20126,Lombardia,Nord-ovest
Audi A3 A3 Sportback 30 2.0 tdi Business Advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-business-advanced-s-tronic-diesel-bianco-2f1c4384-4789-40ab-8fd5-b8360b2ad5c1,19990,4,2021,176000,automatico,Diesel,110,Business Advanced,Middle,,Rivenditore,201,alessandria,15122,Piemonte,Nord-ovest
Audi A3 A3 IV 2020 Sportback 30 2.0 tdi Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-iv-2020-sportback-30-2-0-tdi-business-s-tronic-diesel-bianco-9ea5fe70-92da-44b2-b645-9a587e99284c,23900,3,2022,110843,automatico,Diesel,110,Business,Base,,Rivenditore,223,borgo vercelli,13012,Piemonte,Nord-ovest
Audi A3 SPB 35 TDI Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-business-advanced-diesel-nero-72c785b5-fa2c-46f5-af5f-a067b9b4aeae,24990,4,2021,140000,manuale,Diesel,110,Business Advanced,Middle,35 TDI,Rivenditore,588,potenza,85100,Basilicata,Sud
Audi A3 SPB 30 TDI S tronic Business,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-tronic-business-diesel-bianco-384764e9-572f-451d-836b-923f682aa1f9,24300,3,2022,93000,automatico,Diesel,110,Business,Base,30 TDI,Rivenditore,87,forli,47121,Emilia-Romagna,Nord-est
Audi A3 SPB 30 g-tron S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-spb-30-g-tron-s-tronic-admired-metano-argento-a25c0c6b-0cbd-4289-a1dd-d669dfca5506,17590,5,2020,132000,automatico,Benzina,110,S,Performance,,Rivenditore,94,porto viro,45014,Veneto,Nord-est
Audi A3 A3 Sportback 30 g-tron S tronic Business,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-g-tron-s-tronic-business-metano-blu-azzurro-0c42c792-7981-47d9-b21d-49b660597d55,24900,4,2021,90228,automatico,Benzina,110,Business,Base,,Rivenditore,223,ancona,60131,Marche,Centro
Audi A3 SPB 30 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-30-tfsi-s-tronic-business-advanced-elettrica-benzina-grigio-cc48429d-3132-4c39-8d03-3c61987360d1,24900,4,2021,87834,automatico,Ibrido,110,Business Advanced,Middle,30 TFSI,Rivenditore,40,calto,45030,Veneto,Nord-est
Audi A3 SPB 30 TDI Business,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-diesel-bianco-a1579591-487a-49fa-8b81-936a596a79db,21300,4,2021,109500,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,105,massa,54100,Toscana,Centro
Audi A3 Sportback 30 2.0 tdi Business Advanced AZIENDALE!,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-advanced-aziendale-diesel-bianco-263229e6-0789-4718-8199-3ad09872668e,24900,5,2020,61500,manuale,Diesel,110,Business Advanced,Middle,,Rivenditore,106,empoli,50053,Toscana,Centro
Audi A3 30 TDI Business,https://www.autoscout24.it/annunci/audi-a3-30-tdi-business-diesel-bianco-f85a0e1f-2485-48d1-94dc-b34d0b2bd796,23800,4,2021,79300,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,162,feltre,32032,Veneto,Nord-est
Audi A3 SPB 30 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-30-tfsi-s-tronic-business-advanced-benzina-bianco-180e3ab9-82b6-43e9-b592-8b51bbee47bd,24900,3,2022,62000,automatico,Benzina,110,Business Advanced,Middle,30 TFSI,Rivenditore,164,pesaro,61122,Marche,Centro
Audi A3 Sportback 40TFSIe 204CV S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-sportback-40tfsie-204cv-s-tronic-admired-elettrica-benzina-bianco-c256f396-b8bf-4eb6-a6e3-3f1fdea1bffd,21800,5,2020,61735,automatico,Ibrido,110,Sport,Middle,40 TFSI,Rivenditore,86,verona,37139,Veneto,Nord-est
Audi A3 SPB 2.0 TDI S tronic 116CV 2022 *IVA*,https://www.autoscout24.it/annunci/audi-a3-spb-2-0-tdi-s-tronic-116cv-2022-iva-diesel-e0ff9c0c-06f6-43f4-8c75-6d5d0d67950c,22499,3,2022,88000,automatico,Diesel,110,S,Performance,,Rivenditore,99,firenze,50142,Toscana,Centro
Audi A3 SPB 35 TFSI COD S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-cod-s-tronic-admired-benzina-bianco-ba083282-74b9-4296-847b-4635731fa4b9,23900,5,2020,57300,automatico,Benzina,110,S,Performance,35 TFSI,Rivenditore,189,cesano maderno,20811,Lombardia,Nord-ovest
Audi A3 SPB 35 TDI S tronic,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-diesel-nero-223bb42d-16ca-4dff-98b9-2377828685f8,21500,5,2020,85000,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,412,fondi,4022,Lazio,Centro
Audi A3 SPB 30 TDI Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-advanced-diesel-rosso-71ebbdfc-f43b-40b2-a16f-f8b8e2d881ff,23500,4,2021,58000,manuale,Diesel,110,Business Advanced,Middle,30 TDI,Rivenditore,25,bologna,40132,Emilia-Romagna,Nord-est
Audi A3 sportback 35 1.5 tfsi mhev business advanced s tro,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-business-advanced-s-tro-benzina-6a07b656-a952-481a-8da3-e0d64dab5179,24900,5,2020,41318,automatico,Benzina,110,Business Advanced,Middle,,Rivenditore,276,torino,10134,Piemonte,Nord-ovest
Audi A3 sportback 35 2.0 tdi business 150cv s-tronic my20,https://www.autoscout24.it/annunci/audi-a3-sportback-35-2-0-tdi-business-150cv-s-tronic-my20-diesel-a68f4bef-a191-4e04-8bd8-f0a02d765c18,24900,5,2020,74357,automatico,Diesel,110,Business,Base,,Rivenditore,184,belluno,32100,Veneto,Nord-est
Audi A3 Sportback 30 1.0 tfsi mhev Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-mhev-business-s-tronic-elettrica-benzina-bianco-a499272a-76de-4087-80a8-92f0ea200b6f,23500,4,2021,50837,automatico,Ibrido,110,Business,Base,,Rivenditore,97,chiesina uzzanese,51013,Toscana,Centro
Audi A3 A3 Sportback 35 2.0 tdi Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-35-2-0-tdi-business-s-tronic-diesel-bianco-5475785e-1a1e-49b4-89c5-d4eaafef51dc,22900,4,2021,134000,automatico,Diesel,110,Business,Base,,Rivenditore,602,sassano,84038,Campania,Sud
Audi A3 SPB 30 TDI Business,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-diesel-grigio-30bd87b7-49ac-4b6b-a0ba-e438db92e979,20500,5,2020,81000,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,236,tolentino,62029,Marche,Centro
Audi A3 SPB 35 TFSI S tronic Business Advanced - LED+CERC,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-business-advanced-led-cerc-elettrica-benzina-bianco-8de0cf7c-9555-430f-917e-63c29976f159,24500,4,2021,72822,automatico,Ibrido,110,Business Advanced,Middle,35 TFSI,Rivenditore,177,sesto san giovanni,20099,Lombardia,Nord-ovest
Audi A3 A3 SPB 30 TDI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-a3-spb-30-tdi-s-tronic-business-advanced-diesel-bianco-35641831-6a00-4487-97f9-38f634e949eb,23990,4,2021,99000,automatico,Diesel,110,Business Advanced,Middle,30 TDI,Rivenditore,162,bergamo,24124,Lombardia,Nord-ovest
Audi A3 SPB 40 TFSI e S tronic Business,https://www.autoscout24.it/annunci/audi-a3-spb-40-tfsi-e-s-tronic-business-elettrica-benzina-blu-azzurro-ab781b76-cf4c-4dcc-ba78-6c87c238431f,24900,3,2022,74690,automatico,Ibrido,110,Business,Base,40 TFSI,Rivenditore,31,castenaso,40055,Emilia-Romagna,Nord-est
Audi A3 Sportback 30 2.0 tdi Business s-tronic RETROCAM,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-s-tronic-retrocam-diesel-blu-azzurro-18bf5ffc-7f1c-4f77-9c78-bb50de746987,23900,3,2022,95768,automatico,Diesel,110,Business,Base,,Rivenditore,695,san michele salentino,72018,Puglia,Sud
Audi A3 Sportback 40TFSIe 204CV S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-sportback-40tfsie-204cv-s-tronic-admired-elettrica-benzina-bianco-bdfe514a-feab-493e-8b93-7bf11c22772b,19900,5,2020,99814,automatico,Ibrido,110,Sport,Middle,40 TFSI,Rivenditore,86,verona,37139,Veneto,Nord-est
Audi A3 Sportback 30 2.0 tdi Business ADVANCED,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-advanced-diesel-ede51d41-14da-462c-9540-4ad367c3e3f6,24890,4,2021,149000,manuale,Diesel,110,Business Advanced,Middle,,Rivenditore,770,marsala,91025,Sicilia,Isole
Audi A3 SPB 40 TFSI e S tronic Business,https://www.autoscout24.it/annunci/audi-a3-spb-40-tfsi-e-s-tronic-business-elettrica-benzina-blu-azzurro-c4488163-a021-4244-b739-935fd03e37fd,24900,3,2022,74690,automatico,Ibrido,110,Business,Base,40 TFSI,Rivenditore,42,ferrara,44122,Emilia-Romagna,Nord-est
Audi A3 A3 SPB 30 TDI,https://www.autoscout24.it/annunci/audi-a3-a3-spb-30-tdi-diesel-nero-390e09b2-7a0e-42af-80d8-27bed12e4a5c,24900,4,2021,103000,manuale,Diesel,110,S,Performance,30 TDI,Rivenditore,292,borgo san dalmazzo,12011,Piemonte,Nord-ovest
Audi A3 sportback 30 2.0 tdi business,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-business-diesel-nero-d0dc90be-1ac5-448e-8843-53058d0f8a5c,24400,3,2022,70528,manuale,Diesel,110,Business,Base,,Rivenditore,201,alessandria,15121,Piemonte,Nord-ovest
Audi A3 SPB 35 TDI S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-admired-diesel-grigio-a0f06c4b-0fdd-41b1-876f-25efdaa06e91,22000,5,2020,69000,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,105,massa,54100,Toscana,Centro
Audi A3 SPORTBACK 35 2.0 TDI BUSINESS ADVANCED S-TRONIC,https://www.autoscout24.it/annunci/audi-a3-sportback-35-2-0-tdi-business-advanced-s-tronic-diesel-nero-ff8aa4fa-8ad0-4039-898f-d26ba0b52bc6,25000,4,2021,110000,automatico,Diesel,110,Business Advanced,Middle,,Rivenditore,286,cuneo,12100,Piemonte,Nord-ovest
Audi A3 SPB 40 e-tron S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-spb-40-e-tron-s-tronic-admired-elettrica-benzina-bianco-c90acafa-dd92-4903-aaf5-0577902dc091,19900,5,2020,102000,automatico,Ibrido,110,S,Performance,,Rivenditore,31,castenaso,40055,Emilia-Romagna,Nord-est
Audi A3 SPB 30 TDI S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-tronic-admired-diesel-nero-3c8e51cd-faf8-4ab8-b699-e56741eb5d1d,15900,4,2021,169605,automatico,Diesel,110,S,Performance,30 TDI,Rivenditore,76,buttapietra,37060,Veneto,Nord-est
Audi A3 Sportback 30 1.5 g-tron S line edit s-tronic Tetto,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-5-g-tron-s-line-edit-s-tronic-tetto-metano-blu-azzurro-d8790373-917b-454a-a56a-f61ce18c216a,23500,4,2021,108000,automatico,Benzina,110,S line,Sport,,Rivenditore,611,bari,70125,Puglia,Sud
Audi A3 Sedan 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-sedan-35-tdi-s-tronic-s-line-edition-diesel-nero-383e881e-7285-492c-a112-66791ed6bc14,22990,5,2020,93000,automatico,Diesel,110,S line,Sport,35 TDI,Rivenditore,189,limbiate,20812,Lombardia,Nord-ovest
Audi A3 4ª serie SPB Sportback 30 TDI Business Advanced,https://www.autoscout24.it/annunci/audi-a3-4-serie-spb-sportback-30-tdi-business-advanced-diesel-grigio-6ac2d60d-2cdf-40d8-9118-d8e3449c6493,24400,3,2022,111000,manuale,Diesel,110,Business Advanced,Middle,30 TDI,Rivenditore,104,lucca,55100,Toscana,Centro
Audi A3 Sportback 40 TFSI e S tronic Business,https://www.autoscout24.it/annunci/audi-a3-sportback-40-tfsi-e-s-tronic-business-elettrica-benzina-bianco-dd2af851-c3f5-44d2-91f6-293d5c5d91dd,24900,4,2021,59587,automatico,Ibrido,110,Business,Base,40 TFSI,Rivenditore,223,ancona,60131,Marche,Centro
Audi A3 SPB 30 TDI Business Advanced DSG,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-advanced-dsg-diesel-grigio-3bb034f8-eb63-444b-bfc1-ba0697552312,24500,4,2021,92000,automatico,Diesel,110,Business Advanced,Middle,30 TDI,Rivenditore,659,alberobello,70011,Puglia,Sud
Audi A3 Sporback Business 2.0 TDI S-tronic 150cv,https://www.autoscout24.it/annunci/audi-a3-sporback-business-2-0-tdi-s-tronic-150cv-diesel-bianco-2ec1358d-806c-4f45-b3ac-988d25ef7468,22900,5,2020,57200,automatico,Diesel,110,Business,Base,,Rivenditore,140,coriano,47853,Emilia-Romagna,Nord-est
Audi A3 35 TDI Admired  S tronic,https://www.autoscout24.it/annunci/audi-a3-35-tdi-admired-s-tronic-diesel-nero-14cb0732-2dc1-49df-a054-74b379938065,21499,5,2020,44671,automatico,Diesel,110,S,Performance,35 TDI,Rivenditore,86,verona,37135,Veneto,Nord-est
Audi A3 Sportback 35TDI 150CV S tronic Business,https://www.autoscout24.it/annunci/audi-a3-sportback-35tdi-150cv-s-tronic-business-diesel-bianco-78dba68a-e1c2-4fb7-b1dd-7ef6f598b587,19900,5,2020,119699,automatico,Diesel,110,Business,Base,35 TDI,Rivenditore,86,verona,37139,Veneto,Nord-est
Audi A3 Sedan 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-sedan-35-tdi-s-tronic-s-line-edition-diesel-nero-38265daf-ccbd-4a1e-8e2c-dce856958c35,22990,5,2020,93000,automatico,Diesel,110,S line,Sport,35 TDI,Rivenditore,186,varedo,20814,Lombardia,Nord-ovest
Audi A3 Sportback 35 TDI S tronic Business,https://www.autoscout24.it/annunci/audi-a3-sportback-35-tdi-s-tronic-business-diesel-blu-azzurro-d2204a54-38a3-4cc5-a7c8-8b8a0e264fe7,20900,5,2020,151387,automatico,Diesel,110,Business,Base,35 TDI,Rivenditore,223,ancona,60131,Marche,Centro
Audi A3 A3 Sportback 30 2.0 tdi s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-s-tronic-diesel-nero-9454b904-e084-419e-934e-2dffb8716e5f,24900,4,2021,99800,automatico,Diesel,110,Sport,Middle,,Rivenditore,444,ripalimosani,86025,Molise,Sud
Audi A3 A3 Sportback 30 1.6 tdi Admired 116CV,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-1-6-tdi-admired-116cv-diesel-blu-azzurro-703c2476-e7c1-4f20-8656-03a3481ae544,18600,5,2020,126925,manuale,Diesel,110,Sport,Middle,,Rivenditore,111,san miniato,56028,Toscana,Centro
Audi A3 35 TFSI   Business Advanced S tronic MHEV,https://www.autoscout24.it/annunci/audi-a3-35-tfsi-business-advanced-s-tronic-mhev-elettrica-benzina-argento-1ea7552c-f3d9-42d1-9a59-bc8ed5cc1596,24599,4,2021,49923,automatico,Ibrido,110,Business Advanced,Middle,35 TFSI,Rivenditore,326,roma,169,Lazio,Centro
Audi A3 SPB 40 e-tron S tronic Admired,https://www.autoscout24.it/annunci/audi-a3-spb-40-e-tron-s-tronic-admired-elettrica-benzina-bianco-8716ce63-7409-4581-8742-f78412c44d65,19900,5,2020,102000,automatico,Ibrido,110,S,Performance,,Rivenditore,42,ferrara,44122,Emilia-Romagna,Nord-est
Audi A3 SPB BUSINESS 35 TDI S tronic,https://www.autoscout24.it/annunci/audi-a3-spb-business-35-tdi-s-tronic-diesel-grigio-40a7c972-4fe7-4801-a174-6c20dc13c443,23500,5,2020,74800,automatico,Diesel,110,Business,Base,35 TDI,Rivenditore,217,bagnaria arsa,33050,Friuli-Venezia Giulia,Nord-est
Audi A3 Sportback 30 1.5 g-tron Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-5-g-tron-business-s-tronic-metano-nero-4e028bcb-56a7-49fb-8c3f-ed3eda1a1e7e,23400,3,2022,100000,automatico,Benzina,110,Business,Base,,Rivenditore,140,livorno,57121,Toscana,Centro
Audi A3 A3 Sportback 30 1.5 g-tron Businness Adv s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-1-5-g-tron-businness-adv-s-tronic-metano-blu-azzurro-933440a9-8d85-4951-b578-77fdc928e1af,24400,3,2022,110433,automatico,Benzina,110,Sport,Middle,,Rivenditore,40,calto,45030,Veneto,Nord-est
Audi A3 SPB 30 TDI Business  'PROMO RATA FLEX',https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-business-promo-rata-flex-diesel-blu-azzurro-ea1751e1-4353-4494-b85d-06a41552941d,25000,5,2020,49716,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,271,carmagnola,10022,Piemonte,Nord-ovest
Audi A3 Audi A3 Sportback 35 2.0 tdi 150cv s-tronic,https://www.autoscout24.it/annunci/audi-a3-audi-a3-sportback-35-2-0-tdi-150cv-s-tronic-diesel-grigio-95d94320-1035-401b-a42e-0fe48b6a6366,19900,5,2020,127000,automatico,Diesel,110,Sport,Middle,,Rivenditore,489,lucera,71036,Puglia,Sud
Audi A3 sportback 40 1.4 tfsi e business s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-40-1-4-tfsi-e-business-s-tronic-elettrica-benzina-nero-59dfd50c-1cc5-4e90-a9bb-c09d106eed85,24200,4,2021,93295,automatico,Ibrido,110,Business,Base,,Rivenditore,201,alessandria,15121,Piemonte,Nord-ovest
Audi A3 SPB 30 TDI Admired,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-admired-diesel-rosso-e392d338-4fa1-4dd6-b2c2-924020544bf3,19500,5,2020,89100,manuale,Diesel,110,S,Performance,30 TDI,Rivenditore,222,varese,21100,Lombardia,Nord-ovest
Audi A3 4ª serie SPB Sportback 30 TDI Business,https://www.autoscout24.it/annunci/audi-a3-4-serie-spb-sportback-30-tdi-business-diesel-nero-b87daa70-9654-4205-aa0d-efe4d6578ab3,24400,5,2020,50000,manuale,Diesel,110,Business,Base,30 TDI,Rivenditore,104,lucca,55100,Toscana,Centro
Audi A3 SPB 40 TFSI e S tronic,https://www.autoscout24.it/annunci/audi-a3-spb-40-tfsi-e-s-tronic-elettrica-benzina-nero-cf7b9406-2b4c-4d39-84f8-51783a09b60a,25400,3,2022,18400,automatico,Ibrido,110,S,Performance,40 TFSI,Rivenditore,299,almese,10040,Piemonte,Nord-ovest
Audi A3 SPB 35 TDI 150CV S tronic Advanced First-Call,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-150cv-s-tronic-advanced-first-call-diesel-blu-azzurro-0dd472c2-860e-41bc-9955-783a69bc275a,25800,3,2022,36818,automatico,Diesel,110,Advanced,Middle,35 TDI,Rivenditore,102,lonato garda,25017,Lombardia,Nord-ovest
Audi A3 SPB 35 TDI S tronic Business Advanced First-Call,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-business-advanced-first-call-diesel-bianco-224a030c-61b0-4b6c-b5da-2b73d77ed123,27800,2,2023,34127,automatico,Diesel,110,Business Advanced,Middle,35 TDI,Rivenditore,102,lonato garda,25017,Lombardia,Nord-ovest
Audi A3 SPB 35 TFSI S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-line-edition-benzina-bianco-791b2974-291e-4f17-8182-e7cfe11e392f,28900,2,2023,23000,automatico,Benzina,110,S line,Sport,35 TFSI,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
"Audi A3 30 1.0 tfsi mhev Business Advanced s-tronic 18""",https://www.autoscout24.it/annunci/audi-a3-30-1-0-tfsi-mhev-business-advanced-s-tronic-18-elettrica-benzina-grigio-adcc4272-68b4-4919-a5a0-525c6daf1b9b,27300,2,2023,20000,automatico,Ibrido,110,Business Advanced,Middle,,Rivenditore,177,genova,16157,Liguria,Nord-ovest
Audi A3 A3 SPB 30 g-tron S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-a3-spb-30-g-tron-s-tronic-s-line-edition-metano-grigio-57c47826-050c-4091-a4c8-308ee51d3d7b,27550,2,2023,55900,automatico,Benzina,110,S line,Sport,,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Audi A3 sportback 30 2.0 tdi s line edition,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-s-line-edition-diesel-blu-azzurro-a44a7cbf-8794-4cfe-8414-4ff10cc8e53b,26500,3,2022,54375,manuale,Diesel,110,S line,Sport,,Rivenditore,285,cirie,10073,Piemonte,Nord-ovest
Audi A3 A3 Sportback 30 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-s-line-edition-s-tronic-diesel-grigio-16e64e28-1c1f-414c-8555-544c5e4bde2f,26315,2,2023,67700,automatico,Diesel,110,S line,Sport,,Rivenditore,119,thiene,36016,Veneto,Nord-est
Audi A3 A3 Sportback 30 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-s-line-edition-s-tronic-diesel-bianco-ccc3adb4-fb63-44e5-9a50-8ccdd423518a,26315,2,2023,63129,automatico,Diesel,110,S line,Sport,,Rivenditore,86,verona,37135,Veneto,Nord-est
Audi A3 Sportback 35 1.5 tfsi mhev Business s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-business-s-tronic-elettrica-benzina-blu-azzurro-0f4d4b8a-f1de-45ef-858e-6e776d94fdd4,26900,3,2022,8356,automatico,Ibrido,110,Business,Base,,Rivenditore,192,lambrugo,22045,Lombardia,Nord-ovest
Audi A3 SPB 35 TFSI S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-line-edition-benzina-grigio-1fade29e-ad9f-414e-a3e7-6018d6645e89,29900,4,2021,43900,manuale,Benzina,110,S line,Sport,35 TFSI,Rivenditore,222,varese,21100,Lombardia,Nord-ovest
Audi A3 Sportback Edition One 2.0 TDI 150CV s-tronic 35,https://www.autoscout24.it/annunci/audi-a3-sportback-edition-one-2-0-tdi-150cv-s-tronic-35-diesel-blu-azzurro-88a06a5a-5420-40c2-a9c6-870912b847e1,27900,3,2022,79704,automatico,Diesel,110,Sport,Middle,,Rivenditore,753,borgetto,90042,Sicilia,Isole
Audi A3 SPB 30 TDI S tronic Business - Matrix - Black Line,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-tronic-business-matrix-black-line-diesel-nero-5880c422-0b75-4add-bf6a-dfd354014c01,28500,3,2022,29000,automatico,Diesel,110,Business,Base,30 TDI,Rivenditore,193,sedriano,20018,Lombardia,Nord-ovest
Audi A3 A3 Sportback 30 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-s-line-edition-s-tronic-diesel-grigio-7d0f5ddc-1f31-463c-83cc-0b0a320a9610,26125,2,2023,75567,automatico,Diesel,110,S line,Sport,,Rivenditore,119,thiene,36016,Veneto,Nord-est
Audi A3 sportback 35 1.5 tfsi mhev s line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-s-line-edition-s-tronic-elettrica-benzina-bianco-2a4ab001-cb9b-4663-9e8d-5e172b0a8c1c,26900,3,2022,73083,automatico,Ibrido,110,S line,Sport,,Rivenditore,285,cirie,10073,Piemonte,Nord-ovest
"Audi A3 Sedan 35 MHEV S LINE CAMBIO AUTO,LED,CERCHI 17",https://www.autoscout24.it/annunci/audi-a3-sedan-35-mhev-s-line-cambio-auto-led-cerchi-17-elettrica-benzina-grigio-7db0c028-805e-4df9-b5ae-95e162ff9148,28900,2,2023,16000,automatico,Ibrido,110,S line,Sport,,Rivenditore,162,bergamo,24124,Lombardia,Nord-ovest
