Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Mercedes-Benz Classe A - d Automatic Sport  i.e,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2019-9a571935d120407b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D21,21900,6,2019,84900,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,894,augusta,96011,Sicilia,Isole
Mercedes-Benz Classe A - e Automatic EQ-Power Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2020-ea72411dcdcf3d41?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D21,20300,5,2020,96220,automatico,Ibrido,161,Business,Base,A 250 e,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - AUTOMATIC BUSINESS,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2019-d196cffac673b227?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D21,19490,6,2019,124763,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,878,grammichele,95042,Sicilia,Isole
Mercedes-Benz Classe A - CDI AUTOMATICA AMG PREMIUM,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-amg-diesel-2024-973835419bfc5437?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D21,34900,1,2024,25500,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,149,rosignano marittimo,57016,Toscana,Centro
Mercedes-Benz Classe A - 4 MOTION SEDILI SPORTIVI MEMORY SCARICO SPOTIVO,https://autosupermarket.it/annunci/mercedes-classe-a-45s-amg-benzina-2020-72e924adb1acd332?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D21,46990,5,2020,35700,automatico,Benzina,421,Sport,Middle,A 45 S,Rivenditore,132,rimini,47923,Emilia-Romagna,Nord-est
"Mercedes-Benz Classe A - d Automatic 4p. Premium AMG Line ""NEOPATENTATI""",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-0e817aaad71a6117?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D21,22900,7,2018,94000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,65,parma,43122,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - EQ-POWER BUSINESS EXTRA AUT.,https://autosupermarket.it/annunci/mercedes-classe-a-250-e-ibrida-2020-b7b9f9bbb82c0bd6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,21400,5,2020,116000,automatico,Ibrido,161,Business,Base,A 250 e,Rivenditore,195,follonica,58022,Toscana,Centro
Mercedes-Benz Classe A - CDI AUTOMATICA AMG PREMIUM,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2024-55b0221ea8e43509?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,34900,1,2024,29800,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,59,lendinara,45026,Veneto,Nord-est
Mercedes-Benz Classe A - A 35 AMG 4Matic 306cv,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2022-d1d8fd09b5d1c682?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,39900,3,2022,52000,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,106,cesena,47521,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - A 200 d AMG auto,https://autosupermarket.it/annunci/mercedes-classe-a-200-diesel-2022-c9a191944f68b5f7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,29900,3,2022,20046,automatico,Diesel,150,AMG,Performance,A 200 d,Rivenditore,127,venezia,30174,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Sport i.e,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2020-90d006a140f82be2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,23900,5,2020,100700,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,894,augusta,96011,Sicilia,Isole
Mercedes-Benz Classe A - d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-9a31ef12906ec993?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,18900,6,2019,131000,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,117,santa maria sala,30036,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Progressive Advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2023-af5e610ee4460f00?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,28900,2,2023,15050,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,127,venezia,30174,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Business,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-eb33246f3f2cd91a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,18900,6,2019,119000,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,25,bologna,40134,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - e Automatic EQ-Power Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2021-12df06fb94e8c4ce?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,20900,4,2021,93921,automatico,Ibrido,161,Business,Base,A 250 e,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-137e8b049c5b31be?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,15900,6,2019,184000,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,793,tricase,73039,Puglia,Sud
Mercedes-Benz Classe A - d Automatic Progressive,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-42e5f0093cac4b67?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,19990,7,2018,151000,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,872,caltagirone,95041,Sicilia,Isole
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-2023-89666969cc24661a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,35500,2,2023,12800,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2024-7b0bf9046f14595e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,34400,1,2024,6551,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,55,castagnaro,37043,Veneto,Nord-est
Mercedes-Benz Classe A - d Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-e4cbcc261a8547f7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,13900,7,2018,170000,manuale,Diesel,109,Sport,Middle,A 180 d,Rivenditore,65,parma,43122,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - A 160 d Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-diesel-2020-bf5e469f87d112a0?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,19900,5,2020,66500,manuale,Diesel,96,Sport,Middle,A 160 d,Rivenditore,211,grosseto,58100,Toscana,Centro
Mercedes-Benz Classe A - d Premium AMG NIGHT EDITION,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2022-a9d68c2f1494473f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,29800,3,2022,46500,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,101,capannori,55014,Toscana,Centro
Mercedes-Benz Classe A - 180 D Sport 7G-DCT,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2021-231166eaed166586?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,22800,4,2021,101425,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,101,padova,35131,Veneto,Nord-est
Mercedes-Benz Classe A - d Auto Sport Navi,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2020-d271e9a125f06ad5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D22,26400,5,2020,55803,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium -PREZZO SENZA VINCOLI,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-2023-4a5becbae3d1aac2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,35500,2,2023,12800,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,119,mirano,30035,Veneto,Nord-est
Mercedes-Benz Classe A - d  38.000 KM AUTOMATICA BUSINESS EXTRA FULL,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2020-f88cda917d49879b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,24900,5,2020,38700,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,25,mirandola,41037,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A -  - a 180 d sport auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2022-1b290f8edff203d7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,28300,3,2022,79436,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,132,rimini,47921,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - A 160 Sport - OK PER NEOPATENTATI !,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-benzina-2018-99002f891e5f89db?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,15400,7,2018,100000,manuale,Benzina,102,Sport,Middle,A 160,Rivenditore,65,parma,43126,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Autom AMG Advanced Plus#Luci.Ambien#Vari.Colori,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-amg-diesel-2023-cc053bf502c42d57?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,32400,2,2023,11200,automatico,Diesel,150,Advanced,Middle,A 180,Rivenditore,119,mirano,30035,Veneto,Nord-est
Mercedes-Benz Classe A - Classe a 250 e phev (eq-power) business auto extra,https://autosupermarket.it/annunci/mercedes-classe-a-250-ibrida-2021-7b1a05df1d0e4d45?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,23800,4,2021,61672,automatico,Ibrido,161,Business,Base,A 250,Rivenditore,127,venezia,30173,Veneto,Nord-est
Mercedes-Benz Classe A - d SPORT TELECAMERA,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2023-347d1e2ffe80b35b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,31890,2,2023,20700,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,132,rimini,47923,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2019-89b3c532ac911b65?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,19900,6,2019,99900,automatico,Diesel,116,Business,Base,A 180 d,Rivenditore,106,empoli,50053,Toscana,Centro
Mercedes-Benz Classe A - d Automatic Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-b252056a14a17abc?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,21990,7,2018,97400,automatico,Diesel,164,AMG line,Sport,A 180 d,Rivenditore,155,san dona piave,30027,Veneto,Nord-est
Mercedes-Benz Classe A - d Premium AMG *TETTO*PACK LUCI,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2020-099ee5804411c823?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,26490,5,2020,119895,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,712,mesagne,72023,Puglia,Sud
Mercedes-Benz Classe A - MHV SPORT AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-ibrida-2023-1682d0aa4e9eb59b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,28900,2,2023,13781,automatico,Ibrido,136,Sport,Middle,A 180,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
"Mercedes-Benz Classe A - Automatic Advanced Progressive ""NEOPATENTATI""",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-ibrida-2023-297e97859f91ab85?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,30700,2,2023,7309,automatico,Benzina,136,Progressive,Middle,A 180,Rivenditore,127,venezia,30174,Veneto,Nord-est
Mercedes-Benz Classe A -  - a 250 e phev (eq-power) premium auto,https://autosupermarket.it/annunci/mercedes-classe-a-250-ibrida-2021-97b267203d508b8d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,25230,4,2021,84492,automatico,Ibrido,161,AMG line,Sport,A 250,Rivenditore,121,la spezia,19136,Liguria,Nord-ovest
Mercedes-Benz Classe A - d Automatic Advanced Plus AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-5d3572a40053f583?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,38400,2,2023,1,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-d-diesel-2019-cd90c8d526e6ebfe?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,25900,6,2019,80800,automatico,Diesel,191,AMG line,Sport,A 220 d,Rivenditore,99,piove sacco,35028,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-805a60cda59fb305?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,36900,2,2023,5950,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d PREMIUM AMG SEDAN AUTOMATIC,https://autosupermarket.it/annunci/mercedes-classe-a-220-d-amg-diesel-2023-05a6760827ded65f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,35900,2,2023,16106,automatico,Diesel,191,AMG line,Sport,A 220 d,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium -PREZZO SENZA VINCOLI,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-14ebb2b8e57b86c7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,36900,2,2023,6300,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,119,mirano,30035,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Progressive Advanced NAVI+RETR. KM.0,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2023-00249fbc5b94517d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D23,33900,2,2023,0,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,16,modena,41121,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-05988f26121d6c5d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,36900,2,2023,11989,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,45,occhiobello,45030,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Premium - Navi/SediliRisc.,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-diesel-2022-17679792c2d3f411?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,29900,3,2022,19900,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,132,mogliano veneto,31021,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic 4p. Premium   i.m,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-ede16f8cf302a70b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,23700,7,2018,103000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,894,augusta,96011,Sicilia,Isole
Mercedes-Benz Classe A - d Automatic Premium AMG PANORAMA,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-diesel-2022-7ed2be2d51ed4aa5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,27900,3,2022,120379,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,47,guastalla,42016,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A -  - a 180 d premium night edition auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2022-dbcb07aa15bee1b2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,28900,3,2022,74340,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,97,chiesina uzzanese,51013,Toscana,Centro
Mercedes-Benz Classe A - d Automatic Sport,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2020-42ab5dc1c93ed748?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,23500,5,2020,104338,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,16,modena,41126,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - Automatic Progressive Advanced,https://autosupermarket.it/annunci/mercedes-classe-a-180-ibrida-2024-77dff4d1717c00bc?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,31500,1,2024,17447,automatico,Benzina,136,Progressive,Middle,A 180,Rivenditore,45,occhiobello,45030,Veneto,Nord-est
Mercedes-Benz Classe A - Automatic 4p. Premium UNICO PROPRIETARIO,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-benzina-2019-a7005334523cb90f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,27500,6,2019,95000,automatico,Benzina,225,AMG line,Sport,A 250,Rivenditore,229,manzano,33044,Friuli-Venezia Giulia,Nord-est
Mercedes-Benz Classe A - 180 d Business auto,https://autosupermarket.it/annunci/mercedes-classe-a-180-diesel-2019-a63ca62d226352c5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,20900,6,2019,120005,automatico,Diesel,117,Business,Base,A 180 d,Rivenditore,228,tavagnacco,33010,Friuli-Venezia Giulia,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-7cae6a61a9dd41ec?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,36900,2,2023,10700,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A -  - a 180 d amg line advanced plus auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2023-d7e2fd689a56936a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,34700,2,2023,21919,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,121,la spezia,19136,Liguria,Nord-ovest
Mercedes-Benz Classe A - d PREMIUM AMG SEDAN AUTOMATIC,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-2023-acbb54e30aa93b6a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,34900,2,2023,8775,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz Classe A -  - a 180 d automatic sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-93c4296e4921772b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,21500,6,2019,101797,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,132,rimini,47921,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - d Automatic 4p. Premium,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2021-572606e47c34c80a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,30500,4,2021,60000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,772,melpignano,73020,Puglia,Sud
"Mercedes-Benz Classe A - d Sport KM CERT, PELLE, NAV, CLIMA BIZ,FULL LED",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-279bf184e1ca92b9?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,22999,6,2019,103600,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,504,nuoro,8100,Sardegna,Isole
Mercedes-Benz Classe A - d Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-bf03fd86315e696a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,16500,7,2018,104000,automatico,Diesel,109,AMG line,Sport,A 180 d,Rivenditore,914,siracusa,96100,Sicilia,Isole
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-amg-diesel-2023-2d9c3a40d6fa6fc0?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,35500,2,2023,39800,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,135,quinto treviso,31055,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Premium -PREZZO SENZA VINCOLI,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-a7b625e8eef9fd95?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D24,36900,2,2023,5950,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,119,mirano,30035,Veneto,Nord-est
Mercedes-Benz Classe A - A 45S AMG 4Matic+,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2022-60e0e7bd4cb8fbb0?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,55900,3,2022,46000,automatico,Benzina,421,AMG,Performance,A 45 S,Rivenditore,125,trebaseleghe,35010,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic Advanced Plus Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-aedbe2912990bc77?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,36400,2,2023,1,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,25,bologna,40128,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A - MHV SPORT AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-ibrida-2024-80ba5c5858b098a6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,28800,1,2024,33091,automatico,Ibrido,136,Sport,Middle,A 180,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz Classe A - Automatic Premium ALLESTIMENTO A45 AMG,https://autosupermarket.it/annunci/mercedes-classe-a-200-benzina-2019-0c34e7573a549403?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,27900,6,2019,75800,automatico,Benzina,164,AMG line,Sport,A 200,Rivenditore,149,san biagio callalta,31048,Veneto,Nord-est
Mercedes-Benz Classe A - d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-amg-diesel-2024-3ca633acb93c94cb?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,35900,1,2024,24340,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,127,venezia,30174,Veneto,Nord-est
Mercedes-Benz Classe A - 180 d Executive auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2018-2bf1b683701acc7f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,23800,7,2018,101957,automatico,Diesel,117,Executive,Base,A 180 d,Rivenditore,882,carlentini,96013,Sicilia,Isole
Mercedes-Benz Classe A - MHV PREMIUM AMG AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-amg-ibrida-2024-a78805f592477146?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,30900,1,2024,23824,automatico,Ibrido,136,AMG line,Sport,A 180,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz Classe A -  - a 180 d sport auto,https://autosupermarket.it/annunci/mercedes-classe-a-180-diesel-2019-e38c8aaa44daabdb?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D25,20530,6,2019,92988,automatico,Diesel,116,Sport,Middle,A 180 d,Rivenditore,121,la spezia,19136,Liguria,Nord-ovest
