Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
Opel Corsa Corsa VI 2020 1.5 s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-5-s-diesel-bianco-6c0f81d7-a7c4-4e21-8dd9-7d71ef3da73b,1.5 Diesel,12500.0,45000,manuale,2021,Diesel,102.0,Privato,40050,argelato
Opel Corsa 1.2 Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-benzina-argento-b0acc6ff-2b00-4bf1-81fd-8a4a994d8dae,1.2 75cv,12950.0,53785,manuale,2021,Benzina,102.0,Rivenditore,80049,somma vesuviana
Opel Corsa 1.2 Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-benzina-nero-cb17dc30-9ede-424b-88fb-1a68b643ac58,1.2 75cv,12700.0,73400,manuale,2021,Benzina,102.0,Rivenditore,25015,desenzano garda
Opel Corsa Corsa 1.5 Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-5-edition-s-diesel-blu-azzurro-0ac239cf-c7da-4657-b04e-fe1f2f252c15,1.5 Diesel,12500.0,35000,manuale,2021,Diesel,102.0,Privato,71121,foggia
Opel Corsa Corsa 1.2 100 CV Elegance,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-100-cv-elegance-benzina-d0faa907-9654-4aa6-b080-a28eb1f55f79,1.2 100cv,12900.0,71655,manuale,2020,Benzina,102.0,Rivenditore,59100,prato
Opel Corsa 1.2 Elegance BLACK ED NAV+RETROCAMERA  NEOP.,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-black-ed-nav-retrocamera-neop-benzina-bianco-6a887abb-61d7-4d30-bddf-a94d8e34c21d,1.2 75cv,12000.0,49700,manuale,2021,Benzina,102.0,Rivenditore,35030,baone
Opel Corsa Corsa 1.2 GS Line s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-gs-line-s-benzina-arancione-14d13234-d3b3-4e19-916a-710c4305901f,1.2 75cv,12500.0,45000,manuale,2022,Benzina,102.0,Privato,176,roma
Opel Corsa Corsa VI 2022 1.2,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2022-1-2-benzina-rosso-da09ac31-5d5a-484f-a8f4-0b025555d0ae,1.2 75cv,12500.0,36000,manuale,2022,Benzina,102.0,Privato,173,roma
Opel Corsa 1.5 Elegance s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-5-elegance-s-s-100cv-diesel-grigio-754798e3-6aba-46db-834e-dbc88fdec1c9,1.5 Diesel,12300.0,85000,manuale,2022,Diesel,102.0,Rivenditore,80041,boscoreale
Opel Corsa Corsa VI  1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-1-2-elegance-s-benzina-blu-azzurro-74f54279-2686-47fd-909e-f220a5753e5b,1.2 75cv,12900.0,38000,manuale,2021,Benzina,102.0,Rivenditore,10,casape
Opel Corsa 1.2 Elegance 100cv *UNIPRO*FATTURABILE*,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-100cv-unipro-fatturabile-benzina-blu-azzurro-bc5a10cb-6988-4e86-93b3-41fd66074b25,1.2 75cv,12250.0,49000,manuale,2022,Benzina,102.0,Rivenditore,138,roma
Opel Corsa 1.5 DIESEL 100CV ELEGANCE,https://www.autoscout24.it/annunci/opel-corsa-1-5-diesel-100cv-elegance-diesel-grigio-8534ade6-c8df-4a7c-9d80-29814afef6d4,1.5 Diesel,,79800,manuale,2022,Diesel,102.0,Rivenditore,39100,bolzano
Opel Corsa 1.2 Elegance 75cv MT5,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-75cv-mt5-benzina-arancione-0dbff7c0-f93a-4e9e-b09b-96bcd967d473,1.2 75cv,12750.0,33671,manuale,2020,Benzina,102.0,Rivenditore,20099,sesto san giovanni
Opel Corsa 1.2 Design & Tech,https://www.autoscout24.it/annunci/opel-corsa-1-2-design-tech-benzina-grigio-61240bc3-e864-47d6-8aef-c2283733054b,1.2 75cv,,25000,manuale,2022,Benzina,102.0,Rivenditore,80040,cercola
Opel Corsa 1.2 Elegance s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-s-s-100cv-benzina-9954e554-bdd6-46aa-96ff-4720ae27956e,1.2 75cv,12500.0,45000,manuale,2022,Benzina,102.0,Privato,84131,salerno
Opel Corsa Corsa VI 2020 e- Elegance,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-e-elegance-elettrica-grigio-f705761c-f23d-4245-abbe-9352cbe67d7f,,13000.0,53000,automatico,2021,Benzina,102.0,Privato,43121,parma
Opel Corsa Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-s-benzina-757cb689-3849-4847-aea7-bda2fb9c94f5,1.2 75cv,13000.0,41000,manuale,2020,Benzina,102.0,Privato,32040,borca cadore
Opel Corsa 1.2 Edition s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-s-s-75cv-benzina-7e22f46d-abfa-4a5a-a4e7-2d603f83c490,1.2 75cv,13000.0,52365,manuale,2021,Benzina,102.0,Privato,20864,agrate brianza
Opel Corsa 1.5 Edition s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-5-edition-s-s-100cv-diesel-9dbb3cb9-20c7-49e3-8327-7c1ba6c913fc,1.5 Diesel,12500.0,50000,manuale,2021,Diesel,102.0,Privato,42124,reggio emilia
Opel Corsa 1.2 S&S Edition NEOPATENTATI / PREZZO REALE,https://www.autoscout24.it/annunci/opel-corsa-1-2-s-s-edition-neopatentati-prezzo-reale-benzina-argento-3431ac83-a194-4f32-9587-ab13a1c02870,1.2 75cv,12900.0,24330,manuale,2022,Benzina,102.0,Rivenditore,31048,san biagio callalta
Opel Corsa 1.2 100 CV Edition CAR PLAY,https://www.autoscout24.it/annunci/opel-corsa-1-2-100-cv-edition-car-play-benzina-argento-ec55ebad-40e2-4eec-b97f-c6532e986825,1.2 100cv,12899.0,43300,manuale,2022,Benzina,102.0,Rivenditore,75012,bernalda
Opel Corsa 1.2 Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-benzina-blu-azzurro-ad206b0d-fd9d-4361-9931-45230ecfa5c7,1.2 75cv,12000.0,60000,manuale,2021,Benzina,102.0,Rivenditore,44029,
Opel Corsa NEW 1.2 Turbo 100CV S&S 5P. ELEGANCE LED PARK CAM,https://www.autoscout24.it/annunci/opel-corsa-new-1-2-turbo-100cv-s-s-5p-elegance-led-park-cam-benzina-argento-6990715b-4276-4777-b0f6-b738f80d9411,1.2 75cv,12490.0,32009,manuale,2022,Benzina,102.0,Rivenditore,81013,caiazzo
Opel Corsa 1.2 Elegance s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-s-s-75cv-benzina-blu-azzurro-13d78c29-fd45-4be3-981a-f69e54a0a8eb,1.2 75cv,12500.0,29000,manuale,2021,Benzina,102.0,Privato,50122,firenze
Opel Corsa 1.2 Edition s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-s-s-75cv-benzina-103c3c48-8ee6-4270-b03d-f1d2bc2c56ec,1.2 75cv,13000.0,32500,manuale,2023,Benzina,102.0,Privato,7026,olbia
Opel Corsa 1.2cc 75CV IVA ESPOSTA,https://www.autoscout24.it/annunci/opel-corsa-1-2cc-75cv-iva-esposta-benzina-bianco-fcbdb40f-54c4-4c2b-a97c-4fb65db19a37,1.2 75cv,12800.0,89500,manuale,2021,Benzina,102.0,Rivenditore,23030,bianzone
Opel Corsa 1.2 100 CV GS *TELECAMERA POSTERIORE*,https://www.autoscout24.it/annunci/opel-corsa-1-2-100-cv-gs-telecamera-posteriore-benzina-rosso-dd107ec7-14be-4ca3-8095-0e4f22d2b39c,1.2 100cv,12490.0,64874,manuale,2021,Benzina,102.0,Rivenditore,20037,paderno dugnano
Opel Corsa 1.2 Edition s,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-s-benzina-bianco-149a26c1-c263-4db0-8987-4c7586b371c2,1.2 75cv,12900.0,35000,manuale,2022,Benzina,102.0,Rivenditore,6034,foligno
Opel Corsa VI 2020 1.2 D&T s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-vi-2020-1-2-d-t-s-s-75cv-benzina-argento-3865af6a-2911-47ff-bf7d-d26691cbed81,1.2 75cv,12990.0,47341,manuale,2022,Benzina,102.0,Rivenditore,50100,
Opel Corsa Corsa 1.2 Blitz Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-blitz-edition-s-benzina-rosso-6afaa295-3240-4b30-b0e1-418bace936d9,1.2 75cv,12000.0,76500,manuale,2022,Benzina,102.0,Privato,157,roma
Opel Corsa 1.2 D&T s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-d-t-s-s-75cv-benzina-rosso-2d477bc9-4f4d-4a33-9d77-25814f55e255,1.2 75cv,13000.0,49188,manuale,2022,Benzina,102.0,Rivenditore,30173,venezia
Opel Corsa 1.2 Blitz Edition s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-blitz-edition-s-s-75cv-benzina-cfd73b2d-e06a-4db7-9ea7-169ee91080b5,1.2 75cv,12500.0,55000,manuale,2022,Benzina,102.0,Privato,40057,granarolo emilia
Opel Corsa 1.2 GS Line 100 CV Unicoproprietario,https://www.autoscout24.it/annunci/opel-corsa-1-2-gs-line-100-cv-unicoproprietario-benzina-rosso-46624165-2f3c-4c8e-b6dc-a903e26004f6,1.2 75cv,12400.0,68000,manuale,2021,Benzina,102.0,Rivenditore,29121,piacenza
Opel Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-s-benzina-argento-c1590937-d0f4-4674-bb69-0256a1d3243a,1.2 75cv,12500.0,49000,manuale,2020,Benzina,102.0,Rivenditore,13894,gaglianico
Opel Corsa Corsa+VI+2020+1.2+Elegance+s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-elegance-s-benzina-grigio-d8d4bce4-6abf-49dd-9330-9e0f7adae68b,1.2 75cv,12600.0,61000,manuale,2021,Benzina,102.0,Privato,35020,albignasego
Opel Corsa 1.2 GS Line s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-gs-line-s-s-100cv-benzina-d803ebda-0595-45e8-8325-13ed6dd5de75,1.2 75cv,13000.0,65000,manuale,2021,Benzina,102.0,Privato,16158,genova
Opel Corsa Corsa 1.2 GS Line s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-gs-line-s-benzina-grigio-18c4152c-8033-458e-9148-083e371b365d,1.2 75cv,12990.0,60000,automatico,2020,Benzina,102.0,Rivenditore,80040,cercola
Opel Corsa Corsa 1.2 Elegance OK NEOPATENTATI,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-ok-neopatentati-benzina-grigio-bfe55399-72e5-4a30-8493-39683029fe4e,1.2 75cv,12900.0,35700,manuale,2021,Benzina,102.0,Rivenditore,35030,baone
Opel Corsa 1.2 GS Line s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-gs-line-s-s-100cv-benzina-blu-azzurro-858087ff-ec9e-4673-afc3-0e622ec9fcdb,1.2 75cv,12850.0,45000,manuale,2021,Benzina,102.0,Rivenditore,43122,parma
Opel Corsa 1.2 Edition NESSUN VINCOLO DI FINANZIAMENTO,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-nessun-vincolo-di-finanziamento-benzina-grigio-5357b645-3b1f-4680-a801-609fa925a45b,1.2 75cv,12500.0,37969,manuale,2020,Benzina,102.0,Rivenditore,21052,busto arsizio
Opel Corsa Corsa VI 2020 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-elegance-s-benzina-nero-2125abbf-1738-4cd9-b5e8-d8bdb3847ee3,1.2 75cv,12500.0,34553,manuale,2021,Benzina,102.0,Privato,20151,milano
Opel Corsa 1.2 100 CV Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-100-cv-elegance-benzina-8396c740-d5b1-4f0c-b6b0-11f6ac2f47e5,1.2 100cv,12790.0,60000,manuale,2020,Benzina,102.0,Rivenditore,25080,calvagese riviera
Opel Corsa Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-s-benzina-argento-8f91cb9d-24f7-475e-b731-6f5ac3c4f255,1.2 75cv,12400.0,40000,manuale,2021,Benzina,102.0,Rivenditore,24066,pedrengo
"Opel Corsa 1.2 75cv Elegance + Car Play ""SUPER PROMO""",https://www.autoscout24.it/annunci/opel-corsa-1-2-75cv-elegance-car-play-super-promo-benzina-grigio-c78240e2-a540-47d1-8890-1f9595db0d24,1.2 75cv,12400.0,39838,manuale,2021,Benzina,102.0,Rivenditore,20025,legnano
Opel Corsa 1.5 D 100 CV Edition,https://www.autoscout24.it/annunci/opel-corsa-1-5-d-100-cv-edition-diesel-bianco-aafdbb82-426c-479c-81ac-270f962cee4a,1.5 Diesel,12900.0,62807,manuale,2020,Diesel,102.0,Rivenditore,40,ardea
Opel Corsa 1.2 Elegance s&s 100cv - NEOPATENTATI,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-s-s-100cv-neopatentati-benzina-nero-0494bbb4-898c-476a-a0bb-b7a5dba818f5,1.2 75cv,12900.0,61000,manuale,2021,Benzina,102.0,Rivenditore,20023,cerro maggiore
Opel Corsa 1.2 Elegance s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-s-s-75cv-benzina-a93ffd4d-658a-4bca-b3f8-68d772c9c93a,1.2 75cv,12500.0,63000,manuale,2022,Benzina,102.0,Privato,4023,formia
Opel Corsa 1.2 s&s 75cv PRONTA CONSEGNA  !!,https://www.autoscout24.it/annunci/opel-corsa-1-2-s-s-75cv-pronta-consegna-benzina-grigio-9d8f4314-dc3b-42e8-812c-8901714a20f7,1.2 75cv,12999.0,38000,manuale,2021,Benzina,102.0,Rivenditore,20094,corsico
Opel Corsa 1.2 Elegance s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-s-s-75cv-benzina-7ed89aeb-45df-4e15-914f-4a4b0aa742cc,1.2 75cv,12000.0,32000,manuale,2021,Benzina,102.0,Privato,82100,benevento
Opel Corsa Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-s-benzina-c07a2436-3e89-4abf-92bd-09643b79cf55,1.2 75cv,12990.0,43500,manuale,2025,Benzina,102.0,Privato,83027,mugnano cardinale
Opel Corsa Corsa VI 2020 1.2 GS Line s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-gs-line-s-benzina-arancione-ff466bc6-bd00-436d-beb9-f55e73aa71a2,1.2 75cv,13000.0,45000,manuale,2022,Benzina,102.0,Privato,176,roma
Opel Corsa 1.2 Design & Tech,https://www.autoscout24.it/annunci/opel-corsa-1-2-design-tech-benzina-blu-azzurro-e057d4fa-6e39-4739-8f45-e7625a355851,1.2 75cv,12400.0,35200,manuale,2022,Benzina,102.0,Rivenditore,40055,castenaso
Opel Corsa Corsa 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-edition-benzina-grigio-0dde09b8-5495-474c-995d-b6b82a98f2ed,1.2 75cv,12450.0,45070,manuale,2021,Benzina,102.0,Rivenditore,54100,massa
Opel Corsa 1.2 Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-benzina-grigio-23450ebb-6cf1-4de3-a239-1406307d3322,1.2 75cv,12900.0,33433,manuale,2021,Benzina,102.0,Rivenditore,41037,mirandola
Opel Corsa 6ª serie 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-6-serie-1-2-edition-benzina-arancione-4e911bc1-81c2-46ed-93a3-2af5fe39acd6,1.2 75cv,12900.0,17170,manuale,2022,Benzina,102.0,Rivenditore,20013,magenta
Opel Corsa 1.2 Design & Tech OK NEOPATENTATI,https://www.autoscout24.it/annunci/opel-corsa-1-2-design-tech-ok-neopatentati-benzina-argento-1d0b3855-5d30-448d-b097-8980419aac62,1.2 75cv,13000.0,19570,manuale,2022,Benzina,102.0,Rivenditore,95031,adrano
Opel Corsa Corsa 1.2 GS Line s+ IMP GAS +BICOL+BLOCK SCAT,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-gs-line-s-imp-gas-bicol-block-scat-benzina-rosso-742ef08c-0d23-45a7-acfa-500442113ba5,1.2 75cv,12800.0,80000,manuale,2020,Benzina,102.0,Rivenditore,80040,cercola
Opel Corsa Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-s-benzina-rosso-7ad4b861-03d7-489a-914e-46a229d999a2,1.2 75cv,12400.0,32700,manuale,2021,Benzina,102.0,Rivenditore,20095,cusano milanino
Opel Corsa Corsa 1.2 NO OBBLIGO RATE,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-no-obbligo-rate-benzina-grigio-5dbb68e9-fc93-460e-9f72-5f76218d3ae2,1.2 75cv,12500.0,79000,manuale,2021,Benzina,102.0,Rivenditore,60020,agugliano
Opel Corsa 1.2 D&T s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-d-t-s-s-75cv-benzina-grigio-d9072fd9-ca0d-418d-9d03-75e66a26db83,1.2 75cv,12900.0,29900,manuale,2022,Benzina,102.0,Rivenditore,20023,cerro maggiore
Opel Corsa Corsa 1.5 GS Line s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-5-gs-line-s-diesel-bianco-b49bb327-8ad7-4985-bdb2-9115d38c1613,1.5 Diesel,12700.0,146000,manuale,2020,Diesel,102.0,Privato,60,canale monterano
Opel Corsa 6ª serie 1.2,https://www.autoscout24.it/annunci/opel-corsa-6-serie-1-2-benzina-bianco-2f794dc0-21b6-460c-8592-5825b4e119d0,1.2 75cv,12900.0,40200,manuale,2021,Benzina,102.0,Rivenditore,53035,monteriggioni
Opel Corsa 1.2 100 CV Elegance UNICO PROPRIETARIO,https://www.autoscout24.it/annunci/opel-corsa-1-2-100-cv-elegance-unico-proprietario-benzina-arancione-f2dc054f-ed50-4760-9b99-af65efb6c33a,1.2 100cv,12900.0,64055,manuale,2020,Benzina,102.0,Rivenditore,13019,varallo
Opel Corsa 6ª SERIE 1.2 EDITION,https://www.autoscout24.it/annunci/opel-corsa-6-serie-1-2-edition-benzina-rosso-11f1be55-930e-46f0-bd97-fed77c88b3d4,1.2 75cv,12500.0,47839,manuale,2021,Benzina,102.0,Rivenditore,25124,brescia
Opel Corsa 1.2 Elegance 75cv TETTO+TELECAMERA,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-75cv-tetto-telecamera-benzina-blu-azzurro-9c2aaf15-8d74-40f1-986f-d987459e5189,1.2 75cv,12990.0,60000,manuale,2020,Benzina,102.0,Rivenditore,20063,cernusco sul naviglio
Opel Corsa 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-benzina-bianco-25b767fd-f7dd-491a-a9d2-3cddf41937e2,1.2 75cv,12900.0,56000,manuale,2021,Benzina,102.0,Rivenditore,30174,venezia
Opel Corsa 6ª serie 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-6-serie-1-2-edition-benzina-arancione-ec6a880b-f834-48a0-8204-d74869f68bc7,1.2 75cv,12990.0,47401,manuale,2023,Benzina,102.0,Rivenditore,89900,vibo valentia
Opel Corsa 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-benzina-argento-30c7ee19-2ce4-4a40-a81c-f265a9936736,1.2 75cv,12599.0,32104,manuale,2023,Benzina,102.0,Rivenditore,20155,milano
Opel Corsa 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-benzina-arancione-df02e796-0b08-45b6-b519-c88d995c6cc5,1.2 75cv,12900.0,50000,manuale,2021,Benzina,102.0,Rivenditore,33050,bagnaria arsa
Opel Corsa 1.2 100 CV Elegance NAVI/TELECAMERA/KEYLESS,https://www.autoscout24.it/annunci/opel-corsa-1-2-100-cv-elegance-navi-telecamera-keyless-benzina-rosso-6e22ee4b-09b3-458d-8f35-1b9d359cecec,1.2 100cv,12950.0,69000,manuale,2021,Benzina,102.0,Rivenditore,32033,lamon
Opel Corsa 1.2 Elegance 75cv MT5,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-75cv-mt5-benzina-arancione-c83f6956-fc78-4720-ae1b-82c1b92733a1,1.2 75cv,12750.0,33671,manuale,2020,Benzina,102.0,Rivenditore,20149,milano
Opel Corsa Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-s-benzina-blu-azzurro-48eac17c-4d4d-4047-a3f3-74295e469a0a,1.2 75cv,12699.0,18000,manuale,2023,Benzina,102.0,Rivenditore,80044,ottaviano
Opel Corsa 1.2 100 CV GS Line,https://www.autoscout24.it/annunci/opel-corsa-1-2-100-cv-gs-line-benzina-grigio-a135acb9-dde0-40ab-803a-7a3a891290d9,1.2 100cv,12900.0,65900,manuale,2020,Benzina,102.0,Rivenditore,26013,crema
Opel Corsa 1.2 Edition s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-s-s-100cv-benzina-0552919f-f6aa-453b-949c-8afc6d9f826c,1.2 75cv,13000.0,38577,manuale,2021,Benzina,102.0,Privato,21050,besano
Opel Corsa 5 Porte 1.2  Elegance,https://www.autoscout24.it/annunci/opel-corsa-5-porte-1-2-elegance-benzina-blu-azzurro-793e7b60-bd30-4e8c-96e5-fae11198fca4,1.2 75cv,12300.0,73910,manuale,2021,Benzina,102.0,Rivenditore,67100,l aquila
Opel Corsa 1.2 EDITION S&S - NEOPATENTATO - GARANZIA MAPFRE,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-s-s-neopatentato-garanzia-mapfre-benzina-grigio-b0595208-277c-4829-b08b-9e2f89906973,1.2 75cv,12900.0,36000,manuale,2021,Benzina,102.0,Rivenditore,12100,cuneo
Opel Corsa Corsa 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-elegance-s-benzina-bianco-15422322-ce03-4f88-b1b0-73bbee8be9ae,1.2 75cv,12700.0,45000,manuale,2021,Benzina,102.0,Rivenditore,80049,somma vesuviana
Opel Corsa 1.2 Design & Tech,https://www.autoscout24.it/annunci/opel-corsa-1-2-design-tech-benzina-d7abcd2e-7e3d-41da-8f2b-40204a809c09,1.2 75cv,12900.0,45000,manuale,2022,Benzina,102.0,Rivenditore,41012,carpi
Opel Corsa 1.5 GS Line + s&s 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-5-gs-line-s-s-100cv-diesel-1e49995b-28aa-49c3-8c01-0bf20ae23de4,1.5 Diesel,12500.0,105000,manuale,2021,Diesel,102.0,Privato,81057,teano
Opel Corsa 5 Porte 1.2  Elegance,https://www.autoscout24.it/annunci/opel-corsa-5-porte-1-2-elegance-benzina-nero-731b1bcc-aed7-4f0a-9198-18046f7c8a58,1.2 75cv,12490.0,38373,manuale,2021,Benzina,102.0,Rivenditore,10015,ivrea
Opel Corsa Corsa VI 2020 1.2 Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-edition-s-benzina-nero-4ffafd7d-f1c8-4887-b8f3-88f589ee15c1,1.2 75cv,12000.0,90000,manuale,2021,Benzina,102.0,Rivenditore,89030,africo
Opel Corsa Corsa VI 2020 Corsa-e First Edition,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-corsa-e-first-edition-elettrica-bianco-eb41bfb1-eeb2-4964-9f6a-d5096986b066,,12500.0,70000,automatico,2020,Benzina,102.0,Privato,9030,pabillonis
Opel Corsa 1.2 75CV S&S Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-75cv-s-s-elegance-benzina-argento-c3448568-7ea6-44c9-8dc9-ea16fec0e132,1.2 75cv,12900.0,54835,manuale,2021,Benzina,102.0,Rivenditore,28100,novara
Opel Corsa 1.5 Diesel 100 CV NAVI Edition,https://www.autoscout24.it/annunci/opel-corsa-1-5-diesel-100-cv-navi-edition-diesel-grigio-7320593e-8c4d-4fee-9e8b-c9993c10c3de,1.5 Diesel,12600.0,112500,manuale,2020,Diesel,102.0,Rivenditore,70125,bari
Opel Corsa 1.2 75 CV LED Elegance,https://www.autoscout24.it/annunci/opel-corsa-1-2-75-cv-led-elegance-benzina-nero-aa2440fb-0ac7-438f-8941-7993671feaae,1.2 75cv,12900.0,77900,manuale,2021,Benzina,102.0,Rivenditore,70125,bari
Opel Corsa Corsa 1.2 Edition,https://www.autoscout24.it/annunci/opel-corsa-corsa-1-2-edition-benzina-grigio-a5875725-bc29-43af-a71f-8100a3ca502a,1.2 75cv,12850.0,38850,manuale,2022,Benzina,102.0,Rivenditore,16152,genova
Opel Corsa 1.2 75cv Edition MT5,https://www.autoscout24.it/annunci/opel-corsa-1-2-75cv-edition-mt5-benzina-blu-azzurro-0e50080b-720e-4bb1-8e00-ef913234e886,1.2 75cv,12500.0,62235,manuale,2022,Benzina,102.0,Rivenditore,10154,torino
Opel Corsa 1.2 Edition 75cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-75cv-benzina-1821893c-12cd-473c-957c-eef65f7cc16b,1.2 75cv,13000.0,50000,manuale,2021,Benzina,102.0,Privato,177,roma
Opel Corsa Corsa VI 2020 1.2 Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-edition-s-benzina-nero-0a28243a-425a-40f6-ae90-f92959f1fb29,1.2 75cv,12900.0,60000,manuale,2022,Benzina,102.0,Rivenditore,42049,sant ilario d enza
Opel Corsa Corsa VI 20201.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-20201-2-elegance-s-benzina-nero-f86dc852-b8fd-4729-8f92-27eeccb5b9a1,1.2 75cv,12800.0,48000,manuale,2020,Benzina,102.0,Privato,91026,mazara vallo
Opel Corsa 1.2 Edition - NEOPATENTATI,https://www.autoscout24.it/annunci/opel-corsa-1-2-edition-neopatentati-benzina-grigio-360cd6b6-6d48-4565-ba0c-cd1c2871924f,1.2 75cv,12200.0,75069,manuale,2021,Benzina,102.0,Rivenditore,17031,albenga
Opel Corsa 1.5 D 100 CV Edition,https://www.autoscout24.it/annunci/opel-corsa-1-5-d-100-cv-edition-diesel-grigio-44f17f54-2b5f-481e-99a6-4781e71990ef,1.5 Diesel,12950.0,89489,manuale,2020,Diesel,102.0,Rivenditore,31046,oderzo
Opel Corsa 1.2 Elegance 100cv,https://www.autoscout24.it/annunci/opel-corsa-1-2-elegance-100cv-benzina-grigio-b6046a10-065a-4789-acf2-6fb3dbd42765,1.2 75cv,12500.0,48275,manuale,2021,Benzina,102.0,Rivenditore,51100,pistoia
Opel Corsa VI 2020 Benzina 1.2 Edition s&s 75cv,https://www.autoscout24.it/annunci/opel-corsa-vi-2020-benzina-1-2-edition-s-s-75cv-benzina-nero-deb2af30-6962-44eb-84f2-c37b5dbbb7f5,1.2 75cv,12455.0,57425,manuale,2021,Benzina,102.0,Rivenditore,20068,peschiera borromeo
Opel Corsa 1.5 CDTI Elegance 102 CV,https://www.autoscout24.it/annunci/opel-corsa-1-5-cdti-elegance-102-cv-diesel-bianco-c1a2ba9b-f308-47af-b6bd-a6f9f73faef3,1.5 Diesel,12199.0,122846,manuale,2022,Diesel,102.0,Rivenditore,20155,milano
Opel Corsa 1.2 75cv Edition MT5,https://www.autoscout24.it/annunci/opel-corsa-1-2-75cv-edition-mt5-benzina-grigio-2689492d-229e-40e1-8ab9-b8255bc18afa,1.2 75cv,12000.0,62640,manuale,2022,Benzina,102.0,Rivenditore,90143,palermo
